Страна,год,Категория продуктов питания,Общее_количество_отходов_(тонн),Экономический ущерб (Млн долларов),Среднее количество отходов на душу населения (Кг),Численность населения (Млн),Бытовые отходы (%)
indonesia,2023,dairy product,3191.57,3288.83,59.33,841.8,34.68
canada,2019,bakery item,37475.82,30740.02,87.45,992.1,53.04
brazil,2018,fruit vegetable,15547.35,12545.33,150.15,1166.98,68.46
indonesia,2020,prepared food,33358.71,35916.66,165.02,1075.65,55.68
france,2018,bakery item,1508.85,1646.31,71.49,1345.58,37.09
uk,2021,dairy product,38783.98,31056.35,22.59,577.65,32.95
china,2020,grain cereal,14578.42,12421.07,27.85,989.21,50.57
saudi arabia,2018,beverage,38111.67,34589.19,193.35,1339.54,41.17
saudi arabia,2022,beverage,24701.03,25708.18,54.58,1017.71,57.49
japan,2023,meat seafood,7153.42,7576.53,161.84,773.92,68.05
russia,2018,meat seafood,24143.37,22274.87,101.35,183.01,56.08
spain,2023,dairy product,19324.44,22476.63,132.93,131.5,32.01
mexico,2023,meat seafood,515.3,467.63,78.96,70.77,56.56
south africa,2024,dairy product,42244.94,47489.87,110.12,909.79,47.89
china,2020,grain cereal,44945.69,52772.31,73.47,965.26,57.2
saudi arabia,2018,grain cereal,31149.31,36064.1,186.72,796.75,54.05
canada,2022,grain cereal,19812.18,21933.49,39.2,1005.65,44.74
saudi arabia,2019,prepared food,44530.83,45440.33,159.81,1322.8,32.91
south africa,2020,prepared food,43497.58,35854.37,34.54,856.38,69.45
usa,2023,bakery item,37466.65,37017.5,42.3,575.13,53.65
australia,2020,dairy product,42719.21,36764.09,103.18,862.97,42.85
turkey,2024,fruit vegetable,25477.84,26272.99,143.08,432.71,55.54
saudi arabia,2019,prepared food,33716.46,28974.75,181.97,309.42,66.12
south africa,2022,beverage,33231.3,33766.93,113.61,1232.97,50.24
mexico,2022,beverage,12742.04,12835.43,66.34,683.77,42.23
australia,2018,beverage,49778.91,43169.98,36.84,458.89,64.3
uk,2020,fruit vegetable,20105.44,20917.28,106.83,706.58,63.68
usa,2024,beverage,38466.65,45817.07,134.68,901.1,40.37
russia,2022,beverage,29561.89,27591.25,169.82,949.89,39.65
uk,2022,grain cereal,2157.21,2050.67,27.7,1299.73,45.37
saudi arabia,2020,fruit vegetable,26368.68,23936.55,155.26,28.75,40.87
russia,2018,fruit vegetable,33562.71,39533.6,139.08,827.58,62.05
mexico,2020,frozen food,9609.17,8928.64,186.83,62.41,42.17
indonesia,2020,frozen food,21546.05,17858.81,111.91,742.85,65.52
argentina,2021,fruit vegetable,49285.44,58668.96,128.67,56.65,42.63
canada,2020,fruit vegetable,25902.43,29646.51,189.28,489.32,43.8
saudi arabia,2018,dairy product,10602.68,12099.68,36.26,313.94,67.52
china,2018,bakery item,5502.68,6029.14,191.85,853.33,67.56
argentina,2018,bakery item,9028.01,7669.53,28.27,997.9,62.97
spain,2023,meat seafood,11862.67,10071.38,136.18,1384.63,40.99
indonesia,2023,fruit vegetable,11877.33,9911.33,164.78,269.03,61.79
indonesia,2023,bakery item,22177.05,19044.94,106.83,1124.13,62.86
france,2023,grain cereal,17060.48,15970.34,182.68,97.29,69.69
spain,2018,dairy product,22079.89,24757.97,61.95,1372.67,47.95
italy,2018,dairy product,29030.31,28892.66,153.79,762.69,46.28
south korea,2019,dairy product,10124.27,10160.74,154.42,242.87,34.29
south africa,2020,frozen food,41869.35,41561.96,117.62,1390.71,43.85
canada,2020,bakery item,30612.78,29423.02,69.19,841.71,52.57
mexico,2018,beverage,16676.99,15802.19,140.28,1308.9,51.48
france,2024,grain cereal,4646.46,5532.06,31.12,350.61,54.91
south korea,2024,bakery item,7710.62,8555.34,82.11,38.08,31.74
usa,2022,meat seafood,39571.91,37077.05,89.73,612.95,52.89
russia,2024,fruit vegetable,43629.68,40012.99,20.87,787.2,43.97
south africa,2019,grain cereal,34179.49,37491.34,182.41,147.33,38.61
france,2021,frozen food,32642.85,31509.7,47.56,551.83,52.91
south korea,2021,prepared food,13763.5,13330.87,84.12,598.94,60.68
indonesia,2023,frozen food,37589.73,35781.77,79.67,1203.93,34.59
france,2020,frozen food,47544.6,38386.61,153.13,629.59,59.99
usa,2023,meat seafood,4220.33,4951.63,37.86,290.17,54.36
south korea,2018,dairy product,20192.24,22576.99,147.53,21.62,30.38
uk,2019,dairy product,48064.86,43609.06,74.99,426.47,50.64
uk,2024,beverage,28113.02,22698.02,108.53,191.39,32.73
russia,2024,fruit vegetable,32749.78,35677.31,130.84,574.11,57.17
uk,2018,frozen food,18838.27,16086.77,53.22,1219.41,44.94
russia,2024,grain cereal,46372.26,48183.74,181.94,453.34,45.24
china,2018,meat seafood,40724.83,34325.21,167.3,831.65,66.77
russia,2021,frozen food,28669.98,30460.6,107.63,721.12,40.53
italy,2022,prepared food,27081.29,24870.73,52.05,1101.68,58.15
canada,2019,bakery item,13508.24,15870.96,175.87,481.19,37.14
russia,2020,prepared food,3043.2,2749.9,143.94,493.01,58.75
south africa,2023,beverage,8389.64,7379.73,155.47,1172.12,56.23
argentina,2023,fruit vegetable,40294.06,35993.26,157.24,620.35,67.19
canada,2019,meat seafood,22942.54,19760.77,39.8,1156.17,34.56
italy,2023,frozen food,40851.8,40926.25,47.25,1080.35,33.56
turkey,2019,prepared food,34166.4,40937.71,105.59,419.51,44.3
russia,2019,prepared food,31130.68,34061.13,94.35,208.45,63.21
brazil,2023,grain cereal,14249.66,14160.14,77.06,639.32,47.96
indonesia,2018,dairy product,5962.53,5420.45,79.01,182.36,53.08
argentina,2021,fruit vegetable,44001.94,46100.59,127.6,828.31,36.72
saudi arabia,2020,dairy product,28279.75,25265.27,67.41,910.03,51.75
australia,2021,dairy product,5147.13,4816.4,137.27,603.46,47.62
russia,2019,fruit vegetable,6994.9,6098.7,52.34,51.37,56.99
turkey,2022,prepared food,7696.78,8450.6,77.25,1340.4,41.97
brazil,2023,dairy product,32010.17,35709.12,64.25,1231.62,53.26
south korea,2023,frozen food,4159.18,4790.84,46.69,1251.98,31.27
china,2021,meat seafood,1264.68,1294.02,94.71,223.83,65.76
uk,2023,prepared food,13538.84,13488.94,118.35,1357.24,59.54
australia,2024,dairy product,7143.71,7952.53,27.61,88.75,54.41
south africa,2023,frozen food,24038.76,22319.98,63.27,1189.87,49.05
india,2018,grain cereal,6040.4,6825.51,185.41,860.1,34.1
france,2018,dairy product,41959.48,33789.28,100.25,122.85,42.52
uk,2024,frozen food,3044.54,3598.9,177.55,1285.61,40.26
japan,2021,beverage,2124.68,1743.54,199.84,326.11,31.79
south africa,2023,bakery item,4162.13,3946.3,97.69,739.64,50.14
china,2021,bakery item,1116.5,1142.63,46.69,1295.29,37.5
canada,2018,meat seafood,15659.36,15841.03,120.0,570.92,67.11
south korea,2023,dairy product,41189.15,40978.8,104.1,323.72,46.78
argentina,2020,beverage,13192.66,12870.35,138.68,1347.93,33.52
china,2019,prepared food,26698.82,23943.29,164.01,1267.25,44.77
india,2023,frozen food,11292.96,12418.68,191.13,690.74,61.75
saudi arabia,2024,meat seafood,6791.87,5504.78,191.39,72.75,62.61
uk,2022,grain cereal,7115.91,7979.12,40.1,175.89,61.09
turkey,2020,frozen food,16740.03,13885.5,102.4,232.44,34.55
south korea,2021,bakery item,36475.35,36156.44,169.79,185.45,68.82
argentina,2023,beverage,7329.99,7119.51,27.24,774.64,49.72
south africa,2019,grain cereal,30026.37,30917.26,176.89,550.44,43.47
spain,2023,beverage,43508.87,38666.55,70.84,1354.06,60.11
italy,2018,meat seafood,39209.05,45135.64,83.84,531.02,42.72
spain,2024,frozen food,14042.05,13913.87,159.81,671.9,58.43
australia,2023,frozen food,45075.81,49946.6,98.29,918.86,50.72
russia,2020,frozen food,2396.53,2509.06,193.85,1394.56,40.43
australia,2023,dairy product,37062.88,34362.98,36.36,1205.59,37.88
india,2019,beverage,16866.23,14349.29,34.73,1331.25,50.21
japan,2018,bakery item,22795.27,27006.77,49.55,1224.24,59.55
canada,2021,prepared food,43186.82,38566.31,37.63,1012.7,43.84
japan,2023,fruit vegetable,23699.63,24189.61,70.28,1303.1,49.77
russia,2018,prepared food,5143.07,4171.23,119.45,108.34,32.72
turkey,2021,grain cereal,23679.43,24717.39,105.91,24.62,57.96
saudi arabia,2021,frozen food,27720.79,23629.95,35.7,483.41,49.31
russia,2022,meat seafood,22093.45,22206.46,43.27,636.0,57.83
south korea,2018,dairy product,3556.98,3687.98,153.96,888.42,63.18
canada,2024,beverage,13936.71,13293.1,31.23,548.69,57.03
usa,2022,bakery item,2909.42,3013.57,165.59,497.79,61.8
china,2019,bakery item,42999.33,46248.08,176.09,238.5,49.62
mexico,2018,prepared food,30566.99,29522.29,132.9,773.92,43.74
germany,2024,fruit vegetable,9448.44,9574.78,136.95,395.09,36.7
australia,2021,fruit vegetable,6306.54,6017.22,160.2,1257.48,31.07
usa,2018,frozen food,17195.43,16888.39,76.79,302.27,38.31
saudi arabia,2020,prepared food,13560.18,12193.31,198.08,1021.17,69.1
australia,2018,bakery item,27437.11,32891.88,196.25,711.52,64.94
japan,2022,grain cereal,34191.95,27453.58,88.82,1025.12,61.86
turkey,2023,beverage,27838.3,22942.91,107.53,768.74,49.26
spain,2024,meat seafood,32261.02,30056.23,37.22,1061.95,42.26
italy,2018,bakery item,46469.96,43064.09,62.5,1228.7,33.73
india,2021,meat seafood,28457.93,28368.1,151.29,138.07,55.36
spain,2018,meat seafood,32782.58,28850.82,50.32,237.61,36.67
turkey,2023,prepared food,29270.96,28088.74,53.89,194.08,44.06
south africa,2018,bakery item,46279.34,49889.95,59.23,26.96,45.35
brazil,2023,meat seafood,30627.2,32844.64,191.73,453.18,50.42
indonesia,2020,beverage,19025.02,15990.02,93.52,350.41,63.87
argentina,2024,dairy product,24562.19,22556.23,163.15,799.37,33.17
uk,2024,fruit vegetable,13311.78,15226.26,49.49,93.63,39.37
south korea,2024,prepared food,11274.34,9453.84,162.85,898.82,49.86
germany,2020,beverage,20221.65,18088.05,196.72,469.53,39.07
south korea,2022,grain cereal,36554.67,38456.4,132.92,327.44,65.88
turkey,2020,frozen food,36147.05,34984.68,105.09,1336.0,39.14
germany,2018,fruit vegetable,9120.46,9814.79,145.25,1389.14,55.12
brazil,2023,grain cereal,31856.68,28869.02,185.37,820.56,38.64
germany,2020,meat seafood,12106.78,13854.25,25.09,263.9,58.18
south korea,2019,prepared food,48412.38,45154.71,82.96,410.8,66.45
canada,2019,meat seafood,25633.36,28551.45,184.24,1198.29,33.35
turkey,2020,fruit vegetable,23142.09,21236.33,21.84,943.38,35.6
indonesia,2018,prepared food,44944.16,47468.77,135.79,1222.91,43.53
india,2020,prepared food,34376.02,33216.93,31.23,341.62,37.43
france,2021,prepared food,8164.82,7396.43,55.7,974.57,31.37
uk,2018,grain cereal,15882.09,17533.35,64.38,43.75,56.53
argentina,2021,prepared food,17180.08,16230.16,167.41,555.15,53.84
india,2023,beverage,35046.88,28836.4,61.06,877.75,32.48
japan,2019,dairy product,18282.9,19907.88,117.04,218.42,61.1
turkey,2019,frozen food,27908.29,31702.71,122.95,839.65,65.67
spain,2018,meat seafood,24333.7,23559.3,144.41,764.54,48.55
china,2021,grain cereal,27103.78,29818.56,34.95,724.83,40.83
argentina,2019,meat seafood,23412.25,23514.13,178.36,712.72,33.65
turkey,2021,grain cereal,24006.25,24000.12,149.3,346.78,65.24
japan,2020,frozen food,20684.6,23718.31,177.96,906.28,34.47
russia,2019,beverage,43986.15,45143.65,98.37,806.13,42.78
indonesia,2019,meat seafood,43932.7,51906.76,52.28,1223.81,32.22
russia,2022,prepared food,34297.8,39263.78,50.86,1032.2,62.91
south africa,2019,prepared food,46009.35,45497.33,40.04,1157.17,66.58
japan,2023,dairy product,34738.28,27945.72,133.57,126.33,57.38
germany,2024,beverage,32804.56,27648.66,199.49,832.19,44.46
australia,2018,prepared food,16184.37,13070.43,87.6,779.58,52.8
india,2023,beverage,29511.37,26246.42,29.4,55.16,44.16
germany,2019,grain cereal,31122.24,29274.75,53.28,1090.38,50.42
germany,2024,dairy product,7521.02,6162.1,125.48,811.53,47.85
argentina,2022,meat seafood,28725.46,28821.33,126.02,412.4,48.87
italy,2018,bakery item,18905.86,18077.94,47.45,630.44,67.55
china,2021,meat seafood,44966.77,51324.35,194.58,743.47,51.68
saudi arabia,2020,fruit vegetable,30142.42,34331.56,185.41,182.81,67.21
turkey,2024,frozen food,1034.78,918.78,144.59,1097.06,40.69
france,2020,dairy product,23031.76,25472.53,117.75,1061.09,36.45
italy,2023,grain cereal,22878.01,18853.74,96.88,731.86,60.9
mexico,2019,bakery item,31125.26,28142.7,128.08,902.52,49.78
south korea,2019,dairy product,47749.85,39215.5,82.49,514.45,58.21
turkey,2021,grain cereal,40454.79,34950.62,42.27,1135.99,66.63
uk,2024,frozen food,39984.13,38330.43,165.75,849.12,45.39
italy,2021,meat seafood,23379.55,21260.31,97.11,1086.35,56.15
indonesia,2018,frozen food,47458.45,55336.83,20.91,1379.22,67.83
china,2020,frozen food,20230.7,24122.91,32.23,920.19,63.28
argentina,2020,prepared food,36543.9,42077.44,75.66,742.48,67.38
japan,2020,meat seafood,37140.65,31065.59,160.89,194.7,47.41
usa,2018,grain cereal,14616.52,17039.16,165.79,283.04,51.55
uk,2019,frozen food,28457.58,28855.92,156.07,1277.54,66.16
russia,2019,grain cereal,37997.83,43183.88,104.24,268.41,61.82
germany,2019,fruit vegetable,4786.61,4613.14,56.82,687.26,37.9
argentina,2019,bakery item,34188.55,27863.12,100.58,1126.98,52.19
spain,2022,fruit vegetable,34773.59,38031.52,147.56,665.77,31.45
turkey,2022,fruit vegetable,22312.82,23816.82,165.49,680.69,46.33
india,2024,beverage,14354.36,15921.53,83.92,777.68,34.24
indonesia,2019,frozen food,23496.66,22381.03,79.81,637.86,50.8
mexico,2018,meat seafood,27955.74,27444.88,180.8,107.24,48.54
south africa,2023,dairy product,8999.88,8655.15,196.23,1269.93,46.42
south africa,2019,frozen food,8371.48,8826.82,92.24,543.11,69.38
indonesia,2019,grain cereal,7175.3,7270.2,31.16,195.78,34.31
france,2019,frozen food,35394.14,33417.83,73.87,876.52,49.58
france,2018,dairy product,44601.51,40578.39,48.8,163.0,36.99
south africa,2019,prepared food,16335.15,15430.81,23.54,1127.34,49.23
south africa,2024,prepared food,44823.94,52763.9,103.61,227.69,54.66
south africa,2020,frozen food,9384.38,11112.64,47.73,1318.98,54.46
india,2024,fruit vegetable,3826.59,3414.23,167.08,1380.53,32.44
japan,2019,grain cereal,23249.73,20742.89,165.17,234.1,48.61
turkey,2024,fruit vegetable,32314.45,34638.56,25.06,1144.69,50.94
mexico,2021,dairy product,4823.97,4800.67,93.91,699.56,41.68
saudi arabia,2024,grain cereal,14124.13,12918.47,198.89,800.59,37.68
germany,2019,fruit vegetable,36202.16,35040.6,48.78,1147.96,59.31
india,2018,grain cereal,502.61,406.69,159.84,818.87,66.1
germany,2022,meat seafood,31865.01,30788.79,181.09,1304.01,58.7
india,2018,fruit vegetable,6328.46,6402.8,77.93,643.42,68.82
spain,2019,frozen food,4760.53,4322.82,45.4,981.51,54.37
uk,2024,beverage,42759.18,42036.89,117.14,483.78,48.8
spain,2022,grain cereal,31901.94,36181.41,103.08,157.45,41.4
australia,2018,bakery item,13304.77,14606.84,73.11,1051.66,31.58
indonesia,2018,dairy product,26115.0,30823.67,144.24,1182.14,61.77
india,2021,grain cereal,38697.27,39372.59,164.88,1322.3,53.28
spain,2018,grain cereal,4642.49,5249.63,195.04,925.89,35.89
spain,2020,dairy product,32534.82,28567.08,55.41,548.24,44.9
saudi arabia,2018,prepared food,33461.64,38879.36,46.66,74.94,36.02
germany,2018,dairy product,29875.17,26717.15,152.07,1029.81,60.95
brazil,2023,frozen food,30809.52,29577.54,165.09,1303.11,59.56
china,2019,prepared food,29803.85,33831.42,124.2,549.85,48.68
indonesia,2024,fruit vegetable,40420.06,41377.71,148.52,1078.09,66.05
mexico,2018,grain cereal,29193.22,32608.45,153.99,920.99,58.96
australia,2018,prepared food,19741.34,21470.57,156.2,362.02,31.69
japan,2020,frozen food,9847.13,7935.0,154.39,1322.17,58.36
china,2024,meat seafood,21595.8,20770.57,187.58,363.04,38.62
japan,2022,meat seafood,19458.71,22447.19,82.62,1061.73,50.84
canada,2022,bakery item,40766.07,40014.78,102.87,956.46,69.94
south korea,2023,beverage,7828.63,6513.48,174.68,1393.99,33.43
saudi arabia,2022,beverage,15899.39,16551.56,196.11,1357.47,68.19
india,2021,frozen food,10037.84,10618.35,107.95,1192.38,64.2
italy,2019,dairy product,28818.65,26518.28,185.1,890.73,32.16
australia,2023,prepared food,13625.18,13845.11,128.26,12.22,69.8
russia,2019,beverage,49616.68,47664.9,111.65,1195.61,56.87
france,2021,fruit vegetable,42837.63,46371.3,57.13,90.51,48.0
mexico,2024,meat seafood,816.85,717.12,108.96,916.84,32.48
spain,2018,meat seafood,17134.55,19550.91,185.98,588.94,37.38
indonesia,2021,fruit vegetable,38562.46,44717.25,76.12,1332.68,33.45
south korea,2023,prepared food,14451.64,12964.99,197.13,1209.09,32.37
saudi arabia,2021,prepared food,13211.89,12016.28,98.46,452.4,42.85
mexico,2020,meat seafood,23277.43,23991.94,95.85,387.53,31.83
argentina,2022,frozen food,33412.34,34850.59,104.15,331.23,64.99
brazil,2019,frozen food,12212.08,14310.38,72.57,338.84,53.43
indonesia,2021,frozen food,33260.09,27667.81,111.38,1389.54,49.16
spain,2020,dairy product,21604.19,20115.5,154.15,439.98,35.06
mexico,2021,prepared food,37107.01,30234.05,177.34,603.56,53.13
germany,2020,dairy product,19907.82,22080.71,66.88,745.39,51.74
china,2020,prepared food,13556.49,12779.94,30.6,1254.39,30.27
japan,2019,beverage,42337.48,47448.96,159.23,659.36,39.09
canada,2022,dairy product,4388.44,4018.63,81.76,1385.96,30.99
indonesia,2019,prepared food,14058.04,11492.19,37.06,340.82,50.86
uk,2022,fruit vegetable,11625.2,13304.61,51.32,1224.54,60.51
italy,2018,grain cereal,26758.51,31431.22,68.18,1214.68,31.43
france,2018,bakery item,30566.39,30720.11,172.65,1128.7,35.39
canada,2018,dairy product,41903.98,47300.42,70.08,1013.45,62.76
india,2024,beverage,9530.67,11364.44,155.78,61.85,32.93
brazil,2021,prepared food,18670.95,21899.65,117.64,23.25,61.22
south korea,2019,beverage,7445.37,7752.69,165.9,239.21,64.61
turkey,2018,beverage,36240.18,36650.65,143.13,327.18,33.87
japan,2020,fruit vegetable,9347.53,8304.46,49.01,806.6,62.48
japan,2021,beverage,42369.17,34591.37,87.31,210.89,43.81
spain,2018,bakery item,1683.27,1442.35,160.65,975.58,66.31
italy,2021,frozen food,17554.59,19405.7,93.22,123.55,54.43
argentina,2019,fruit vegetable,3998.23,3882.12,49.84,1072.29,30.27
argentina,2024,meat seafood,1831.93,1767.05,77.49,549.05,59.9
germany,2021,frozen food,33764.19,31725.21,191.3,366.18,37.75
germany,2021,grain cereal,33215.36,37140.57,196.35,11.68,57.05
mexico,2023,bakery item,45674.14,49013.0,39.91,403.69,34.85
south africa,2020,bakery item,5856.51,4821.21,88.94,54.84,46.63
saudi arabia,2019,prepared food,31970.21,29382.42,46.54,848.07,62.12
australia,2020,prepared food,23528.03,26354.4,29.26,126.04,36.9
australia,2024,bakery item,10846.97,10032.31,45.76,1099.76,53.1
australia,2021,grain cereal,42427.67,42969.85,133.84,431.39,45.79
mexico,2023,prepared food,14473.2,12874.04,112.53,113.44,48.44
uk,2021,dairy product,15835.41,13294.51,99.6,931.71,30.16
india,2022,grain cereal,32365.55,27479.09,191.92,1218.2,53.68
france,2023,frozen food,20381.9,20085.37,51.3,654.89,46.68
usa,2019,grain cereal,5748.71,6266.35,133.37,1255.15,48.48
south africa,2019,frozen food,40328.0,37664.72,44.22,223.33,62.32
canada,2021,meat seafood,16557.81,18891.23,23.44,431.46,32.06
usa,2022,bakery item,43533.11,42609.12,100.0,729.14,31.33
turkey,2019,meat seafood,46093.27,40675.22,119.95,1162.54,48.83
usa,2020,fruit vegetable,3092.34,3485.97,118.56,1112.06,56.09
russia,2020,beverage,4731.2,3892.21,189.07,798.61,36.9
south korea,2020,grain cereal,16302.75,13133.25,174.93,610.6,35.89
usa,2018,dairy product,16533.4,14169.22,168.61,766.69,33.08
japan,2019,beverage,26278.87,23864.95,63.04,881.57,35.37
russia,2022,fruit vegetable,38657.09,36583.54,67.33,1013.78,44.04
russia,2021,meat seafood,47835.45,49884.39,151.93,1164.35,46.33
russia,2019,beverage,9916.26,11592.97,168.12,519.82,46.33
china,2024,meat seafood,23632.77,22368.76,83.34,39.28,62.62
